Log name,Algorithm,TP,FP,TN,FN,F1-PDC,F1,BAC,MCC,Training Fitness,Size,Density,Separability,Co-Separability,Constraint Variability,#Relations,#Nestings,#InNActivities,#Activities,Runtime
BPIC17-Offer,config 0,,,,,,,,,,33,3.125,0.030303030303030304,0.030303030303030276,0.7090743088643242,25,0,0,8,1.1838786602020264
BPIC17-Offer,config 1,,,,,,,,,,22,1.5714285714285714,0.18181818181818182,0.18181818181818188,0.8342022886441015,12,2,5,10,1.548506498336792
BPIC17-Offer,config 2,,,,,,,,,,22,1.6666666666666667,0.2727272727272727,0.2727272727272727,0.8586727110732552,11,3,6,11,2.978307008743286
BPIC17-Offer,config 3,,,,,,,,,,22,1.6666666666666667,0.2727272727272727,0.2727272727272727,0.8586727110732552,11,3,6,11,1.4012782573699951
pdc_2019_4.xes,config 0,,,,,,,,,,416,11.235294117647058,0.002403846153846154,0.0024038461538461453,0.5697039638363928,382,0,0,34,0.03764176368713379
pdc_2019_4.xes,config 1,,,,,,,,,,354,8.722222222222221,0.00847457627118644,0.008474576271186418,0.6330629553557956,316,4,14,38,0.044077157974243164
pdc_2019_4.xes,config 2,,,,,,,,,,199,3.2,0.03015075376884422,0.03015075376884424,0.7037192513867235,149,16,37,50,0.06802558898925781
pdc_2019_4.xes,config 3,,,,,,,,,,220,3.6222222222222222,0.02727272727272727,0.027272727272727226,0.7377597249308248,169,17,39,51,0.0560297966003418
pdc_2019_1.xes,config 0,,,,,,,,,,300,5.666666666666667,0.0033333333333333335,0.0033333333333332993,0.6169926820761884,255,0,0,45,0.10718417167663574
pdc_2019_1.xes,config 1,,,,,,,,,,217,3.4545454545454546,0.03686635944700461,0.03686635944700456,0.9852281360342514,163,9,22,54,0.11204743385314941
pdc_2019_1.xes,config 2,,,,,,,,,,180,2.1,0.07222222222222222,0.07222222222222219,1.0,115,20,45,65,0.1761462688446045
pdc_2019_1.xes,config 3,,,,,,,,,,188,2.75,0.11170212765957446,0.11170212765957444,1.0,121,22,46,67,0.13353204727172852
pdc_2019_7.xes,config 0,,,,,,,,,,316,8.028571428571428,0.0031645569620253164,0.0031645569620253333,0.49692062486252186,281,0,0,35,0.05174517631530762
